Freq (Hz)	pe(Pa^2 rms)	uhp(V^2 rms)
5.0000000000000000	0.0000000034756118	0.0000000091433421
6.0000000000000000	0.0000000027918930	0.0000000174527910
7.0000000000000000	0.0000000153325306	0.0000000316951299
8.0000000000000000	0.0000000188965724	0.0000000418482529
9.0000000000000000	0.0000000111913164	0.0000000484826865
10.0000000000000000	0.0000000032443466	0.0000000425595465
11.0000000000000000	0.0000000009122665	0.0000000757986187
12.0000000000000000	0.0000000004696023	0.0000001175673198
13.0000000000000000	0.0000000005543254	0.0000001353642392
14.0000000000000000	0.0000000005928095	0.0000001414526215
15.0000000000000000	0.0000000006264116	0.0000001910629320
16.0000000000000000	0.0000000008799376	0.0000002149518455
17.0000000000000000	0.0000000006736508	0.0000002459436108
18.0000000000000000	0.0000000004358282	0.0000003638450753
19.0000000000000000	0.0000000006744706	0.0000004445887087
20.0000000000000000	0.0000000010840632	0.0000005315982119
21.0000000000000000	0.0000000010200144	0.0000006004084489
22.0000000000000000	0.0000000019960319	0.0000009901843687
23.0000000000000000	0.0000000032238015	0.0000014090462293
24.0000000000000000	0.0000000030880755	0.0000014782545594
25.0000000000000000	0.0000000055797831	0.0000021315172707
26.0000000000000000	0.0000000101555142	0.0000030276155805
27.0000000000000000	0.0000000183526850	0.0000049304874823
28.0000000000000000	0.0000000292543341	0.0000070813461095
29.0000000000000000	0.0000000319788493	0.0000072993661540
30.0000000000000000	0.0000000438664093	0.0000087849617244
31.0000000000000000	0.0000000691847160	0.0000111690044478
32.0000000000000000	0.0000000673091218	0.0000098949920874
33.0000000000000000	0.0000000557792928	0.0000073484696665
34.0000000000000000	0.0000000452287245	0.0000052253767222
35.0000000000000000	0.0000001132847152	0.0000030576998174
36.0000000000000000	0.0000000741056205	0.0000027261548841
37.0000000000000000	0.0000000250282428	0.0000018709474370
38.0000000000000000	0.0000000173955861	0.0000021255373439
39.0000000000000000	0.0000000127813037	0.0000012996913931
40.0000000000000000	0.0000000109855908	0.0000013525470168
41.0000000000000000	0.0000000139530202	0.0000011034630925
42.0000000000000000	0.0000000106484800	0.0000011239267531
43.0000000000000000	0.0000000077410962	0.0000016158151178
44.0000000000000000	0.0000000088705690	0.0000018656183032
45.0000000000000000	0.0000000083852590	0.0000016649433233
46.0000000000000000	0.0000000051751592	0.0000015008869218
47.0000000000000000	0.0000000072871658	0.0000014937067000
48.0000000000000000	0.0000000163399716	0.0000017586031477
49.0000000000000000	0.0000000177199061	0.0000016642275368
50.0000000000000000	0.0000000074705646	0.0000020638582989
51.0000000000000000	0.0000000022302248	0.0000015519764955
52.0000000000000000	0.0000000049088572	0.0000015461210073
53.0000000000000000	0.0000000049406286	0.0000018482015320
54.0000000000000000	0.0000000013307872	0.0000021359722298
55.0000000000000000	0.0000000011324498	0.0000017502446555
56.0000000000000000	0.0000000014549575	0.0000025740369880
57.0000000000000000	0.0000000021407662	0.0000039291525852
58.0000000000000000	0.0000000029915216	0.0000043050955184
59.0000000000000000	0.0000000034464506	0.0000037103335365
60.0000000000000000	0.0000000040122551	0.0000026546378222
61.0000000000000000	0.0000000063125523	0.0000033838840152
62.0000000000000000	0.0000000072479635	0.0000027895633144
63.0000000000000000	0.0000000089375415	0.0000027638908102
64.0000000000000000	0.0000000103746992	0.0000026588732290
65.0000000000000000	0.0000000166015418	0.0000035647975112
66.0000000000000000	0.0000000277910030	0.0000046689178421
67.0000000000000000	0.0000000400413506	0.0000053953412468
68.0000000000000000	0.0000000481911570	0.0000058481408377
69.0000000000000000	0.0000000581712940	0.0000056593794577
70.0000000000000000	0.0000001641542380	0.0000126718329330
71.0000000000000000	0.0000002506953514	0.0000165269796272
72.0000000000000000	0.0000002524589403	0.0000146729108733
73.0000000000000000	0.0000002565696992	0.0000134812267903
74.0000000000000000	0.0000003935479370	0.0000185939842226
75.0000000000000000	0.0000005423289499	0.0000233987571974
76.0000000000000000	0.0000007416288455	0.0000294995261983
77.0000000000000000	0.0000007917030152	0.0000287462722158
77.9999999999999999	0.0000013793460283	0.0000456236294615
78.9999999999999999	0.0000011379216044	0.0000336387393444
79.9999999999999999	0.0000009237726793	0.0000239315869640
80.9999999999999999	0.0000010667260471	0.0000259955964693
81.9999999999999999	0.0000013492866649	0.0000301275589255
82.9999999999999999	0.0000013294310040	0.0000278290847601
83.9999999999999999	0.0000007829214919	0.0000153028607886
84.9999999999999999	0.0000010348978473	0.0000194930987199
85.9999999999999999	0.0000011530647399	0.0000208876600239
86.9999999999999999	0.0000009483715318	0.0000169010179272
87.9999999999999999	0.0000009054677718	0.0000154633459683
88.9999999999999999	0.0000006564722041	0.0000104952542500
89.9999999999999999	0.0000004563620185	0.0000071596013189
90.9999999999999999	0.0000004312649233	0.0000066424849813
91.9999999999999999	0.0000004892447752	0.0000073518744390
92.9999999999999999	0.0000005415692355	0.0000081625729149
