Freq (Hz)	Gxype/uhp_Real	Gxype/uhp_Imag
5.0000000000000000	0.0000000004643272	-0.0000000001717240
6.0000000000000000	0.0000000011733846	0.0000000000039105
7.0000000000000000	0.0000000012597185	0.0000000004098560
8.0000000000000000	0.0000000037609422	0.0000000000341734
9.0000000000000000	0.0000000039691712	0.0000000009858543
10.0000000000000000	0.0000000009819011	0.0000000001236949
11.0000000000000000	-0.0000000020079688	0.0000000016658568
12.0000000000000000	-0.0000000010054469	-0.0000000000459680
13.0000000000000000	0.0000000015240352	-0.0000000007543986
14.0000000000000000	0.0000000028156235	-0.0000000006637262
15.0000000000000000	0.0000000042900108	-0.0000000021831634
16.0000000000000000	0.0000000027980802	-0.0000000030905681
17.0000000000000000	0.0000000029818142	-0.0000000033744791
18.0000000000000000	0.0000000073687757	-0.0000000012900858
19.0000000000000000	0.0000000132873097	-0.0000000044467470
20.0000000000000000	0.0000000129164505	-0.0000000057697124
21.0000000000000000	0.0000000146319265	-0.0000000125487146
22.0000000000000000	0.0000000348357490	-0.0000000210895122
23.0000000000000000	0.0000000469892491	-0.0000000323481926
24.0000000000000000	0.0000000416552796	-0.0000000357365178
25.0000000000000000	0.0000000612382793	-0.0000000806825353
26.0000000000000000	0.0000000967200776	-0.0000001307590802
27.0000000000000000	0.0000001555948105	-0.0000002309181282
28.0000000000000000	0.0000002061079902	-0.0000003930837382
29.0000000000000000	0.0000001967592725	-0.0000004254939741
30.0000000000000000	0.0000001713329776	-0.0000005743794213
31.0000000000000000	0.0000002911060923	-0.0000007672075306
32.0000000000000000	0.0000001902701813	-0.0000006832139905
33.0000000000000000	0.0000000809832558	-0.0000005635521233
34.0000000000000000	-0.0000000345782944	-0.0000003983090974
35.0000000000000000	-0.0000001072803047	-0.0000002902008711
36.0000000000000000	-0.0000001277124655	-0.0000002308203717
37.0000000000000000	-0.0000000535398630	-0.0000001633627770
38.0000000000000000	-0.0000000380444398	-0.0000001331439215
39.0000000000000000	-0.0000000247232160	-0.0000000795171784
40.0000000000000000	-0.0000000362651823	-0.0000000826514300
41.0000000000000000	-0.0000000540902727	-0.0000000807325589
42.0000000000000000	-0.0000000360321638	-0.0000000744290689
43.0000000000000000	-0.0000000606288550	-0.0000000700214468
44.0000000000000000	-0.0000000814387256	-0.0000000734296870
45.0000000000000000	-0.0000000634592981	-0.0000000710292037
46.0000000000000000	-0.0000000473847975	-0.0000000464199319
47.0000000000000000	-0.0000000387271427	-0.0000000497264896
48.0000000000000000	-0.0000000417564427	-0.0000000283377777
49.0000000000000000	-0.0000000559688691	-0.0000000161441732
50.0000000000000000	-0.0000000577860034	-0.0000000398712778
51.0000000000000000	-0.0000000172753907	-0.0000000362670206
52.0000000000000000	-0.0000000242875873	-0.0000000241481146
53.0000000000000000	-0.0000000241181605	-0.0000000002028199
54.0000000000000000	-0.0000000144811892	-0.0000000278423633
55.0000000000000000	0.0000000016348576	-0.0000000287453503
56.0000000000000000	0.0000000217640599	-0.0000000380855124
57.0000000000000000	0.0000000468289433	-0.0000000617313695
58.0000000000000000	0.0000000779611659	-0.0000000670048813
59.0000000000000000	0.0000000841383056	-0.0000000607531068
60.0000000000000000	0.0000000753673079	-0.0000000609792753
61.0000000000000000	0.0000001091579733	-0.0000000852490151
62.0000000000000000	0.0000001082358645	-0.0000000778638120
63.0000000000000000	0.0000001196607977	-0.0000000892541747
64.0000000000000000	0.0000001202644866	-0.0000001025211569
65.0000000000000000	0.0000001773632597	-0.0000001553059093
66.0000000000000000	0.0000002766766412	-0.0000002193198296
67.0000000000000000	0.0000003438188676	-0.0000003024300750
68.0000000000000000	0.0000003913682056	-0.0000003496214445
69.0000000000000000	0.0000003993361487	-0.0000004001173353
70.0000000000000000	0.0000009673025694	-0.0000010607889906
71.0000000000000000	0.0000012807952761	-0.0000015733229418
