Freq (Hz)	Gxype/uhp_Real	Gxype/uhp_Imag
5.0000000000000000	0.0000000004343600	0.0000000002383413
6.0000000000000000	-0.0000000011461489	0.0000000001385834
7.0000000000000000	-0.0000000070161758	-0.0000000028477744
8.0000000000000000	-0.0000000099582762	-0.0000000147730716
9.0000000000000000	-0.0000000014853795	-0.0000000075351340
10.0000000000000000	0.0000000016314423	0.0000000001474593
11.0000000000000000	-0.0000000012785658	-0.0000000000955504
12.0000000000000000	-0.0000000011844872	0.0000000004416844
13.0000000000000000	-0.0000000024250285	0.0000000007108738
14.0000000000000000	-0.0000000055894345	0.0000000010856708
15.0000000000000000	-0.0000000009447975	0.0000000024274951
16.0000000000000000	-0.0000000080594824	0.0000000023492800
17.0000000000000000	-0.0000000129181584	-0.0000000035354909
18.0000000000000000	-0.0000000175053980	-0.0000000004826349
19.0000000000000000	-0.0000000127780736	0.0000000058844215
20.0000000000000000	-0.0000000195829179	0.0000000121115199
21.0000000000000000	-0.0000000336777691	0.0000000201895608
22.0000000000000000	-0.0000000457612691	0.0000000300391574
23.0000000000000000	-0.0000000527256209	0.0000000442272022
24.0000000000000000	-0.0000000733809300	0.0000000659959223
25.0000000000000000	-0.0000001085120376	0.0000001105724897
26.0000000000000000	-0.0000002386399153	0.0000003084461019
27.0000000000000000	-0.0000004372917569	0.0000006387589539
28.0000000000000000	-0.0000005495664325	0.0000009211564146
29.0000000000000000	-0.0000005386073087	0.0000012034289294
30.0000000000000000	-0.0000006505527086	0.0000022041286441
31.0000000000000000	-0.0000005806572620	0.0000034440415927
32.0000000000000000	0.0000000028147329	0.0000014752423455
33.0000000000000000	0.0000000608078227	0.0000011579634888
34.0000000000000000	0.0000001102830143	0.0000007365366382
35.0000000000000000	0.0000001076675051	0.0000003836309618
36.0000000000000000	0.0000002006903020	0.0000003629292459
37.0000000000000000	0.0000001732872818	0.0000004076205081
38.0000000000000000	0.0000001221861822	0.0000002484058139
39.0000000000000000	0.0000001497710867	0.0000002047271798
40.0000000000000000	0.0000002027194854	0.0000002364169259
41.0000000000000000	0.0000002271601455	0.0000002195760985
42.0000000000000000	0.0000002416379002	0.0000002304298556
43.0000000000000000	0.0000002789794378	0.0000002294281754
44.0000000000000000	0.0000002215308182	0.0000001380066621
45.0000000000000000	0.0000003443172848	0.0000001798845014
46.0000000000000000	0.0000002747990642	0.0000001294563152
47.0000000000000000	0.0000002658001055	0.0000000982028090
48.0000000000000000	0.0000003355836301	0.0000000716393232
49.0000000000000000	0.0000003944235143	0.0000000717335610
50.0000000000000000	0.0000003356090274	0.0000000773377052
51.0000000000000000	0.0000002871432695	0.0000000589476558
52.0000000000000000	0.0000002371631464	0.0000000292383838
53.0000000000000000	0.0000002689107443	0.0000000195426576
54.0000000000000000	0.0000004399516394	0.0000000161870941
55.0000000000000000	0.0000006286772082	-0.0000000005106370
56.0000000000000000	0.0000005418223184	-0.0000000267979427
57.0000000000000000	0.0000004371286002	-0.0000000442102570
58.0000000000000000	0.0000005054706040	-0.0000000617641590
59.0000000000000000	0.0000009150057852	-0.0000001558874845
60.0000000000000000	0.0000008254880199	-0.0000001682031041
61.0000000000000000	0.0000007459275555	-0.0000001920497577
62.0000000000000000	0.0000006861051958	-0.0000002225430753
63.0000000000000000	0.0000010398383782	-0.0000003789334486
64.0000000000000000	0.0000009370253888	-0.0000003753403443
65.0000000000000000	0.0000009380953786	-0.0000004334733627
66.0000000000000000	0.0000008399130108	-0.0000004399318960
67.0000000000000000	0.0000010004686553	-0.0000005640253171
68.0000000000000000	0.0000010387314001	-0.0000006842095638
69.0000000000000000	0.0000014195261273	-0.0000010406272934
70.0000000000000000	0.0000019117886808	-0.0000014899664999
71.0000000000000000	0.0000021220925347	-0.0000018503698931
72.0000000000000000	0.0000030937764297	-0.0000030525875580
73.0000000000000000	0.0000024473789249	-0.0000027378028947
74.0000000000000000	0.0000030706838554	-0.0000039717086930
75.0000000000000000	0.0000035152681268	-0.0000049043697849
76.0000000000000000	0.0000030606052215	-0.0000047026617264
77.0000000000000000	0.0000025118793803	-0.0000044003837721
77.9999999999999999	0.0000034462966481	-0.0000068641674017
78.9999999999999999	0.0000044021649022	-0.0000100894727531
79.9999999999999999	0.0000040796664867	-0.0000107207102024
80.9999999999999999	0.0000025840195254	-0.0000082493496136
81.9999999999999999	0.0000018452672601	-0.0000077534986791
82.9999999999999999	0.0000013124966135	-0.0000071717545646
83.9999999999999999	0.0000005386260317	-0.0000045096621351
84.9999999999999999	0.0000002329123944	-0.0000048367680275
85.9999999999999999	0.0000000227732043	-0.0000052568464349
86.9999999999999999	-0.0000001904404372	-0.0000046034885156
87.9999999999999999	-0.0000005006408570	-0.0000049614607190
88.9999999999999999	-0.0000005564827125	-0.0000039224601785
89.9999999999999999	-0.0000005425556567	-0.0000026587750153
90.9999999999999999	-0.0000008364235356	-0.0000032041013157
91.9999999999999999	-0.0000007811673173	-0.0000026103056646
92.9999999999999999	-0.0000007553241642	-0.0000021260543475
93.9999999999999999	-0.0000007322198599	-0.0000017601188015
94.9999999999999999	-0.0000006596270162	-0.0000013450986458
95.9999999999999999	-0.0000006427789484	-0.0000011389645065
96.9999999999999999	-0.0000007359274616	-0.0000011880094204
97.9999999999999999	-0.0000006756445987	-0.0000009582991076
98.9999999999999999	-0.0000004959257702	-0.0000006209720767
100.0000000000000000	-0.0000005643263387	-0.0000006316407633
101.0000000000000000	-0.0000007977738317	-0.0000008147118947
102.0000000000000000	-0.0000007552838670	-0.0000006877763586
103.0000000000000000	-0.0000004444980847	-0.0000003678009666
104.0000000000000000	-0.0000004046956209	-0.0000003301970036
105.0000000000000000	-0.0000005917292762	-0.0000004447035756
106.0000000000000000	-0.0000006532953535	-0.0000005057862861
107.0000000000000000	-0.0000007425383976	-0.0000005522950960
108.0000000000000000	-0.0000004608051450	-0.0000003551349737
109.0000000000000000	-0.0000004706308031	-0.0000003595994656
110.0000000000000000	-0.0000009679635585	-0.0000006203591760
111.0000000000000000	-0.0000008935834933	-0.0000005391918812
112.0000000000000000	-0.0000005571982996	-0.0000004036551646
113.0000000000000000	-0.0000004404639681	-0.0000003291228777
114.0000000000000000	-0.0000004688355532	-0.0000002268619774
115.0000000000000000	-0.0000006107471069	-0.0000002132477041
116.0000000000000000	-0.0000004836350364	-0.0000001212037544
117.0000000000000000	-0.0000004789152060	-0.0000000764922296
118.0000000000000000	-0.0000006054885016	-0.0000002298921743
119.0000000000000000	-0.0000005704003446	-0.0000002506429793
120.0000000000000000	-0.0000005148087520	-0.0000001746279602
121.0000000000000000	-0.0000004996018679	-0.0000002040076506
122.0000000000000000	-0.0000005064009734	-0.0000001732661939
123.0000000000000000	-0.0000004952339451	-0.0000001634817653
