Freq (Hz)	pe(Pa^2 rms)	uhp(V^2 rms)
5.0000000000000000	0.0000000044904060	0.0000000073943298
6.0000000000000000	0.0000000038531977	0.0000000234065091
7.0000000000000000	0.0000000213280013	0.0000000438595934
8.0000000000000000	0.0000000264969239	0.0000000600718978
9.0000000000000000	0.0000000067892503	0.0000000614054688
10.0000000000000000	0.0000000018232925	0.0000000851479363
11.0000000000000000	0.0000000005341039	0.0000000888060800
12.0000000000000000	0.0000000006997276	0.0000000996314553
13.0000000000000000	0.0000000011305198	0.0000001031014922
14.0000000000000000	0.0000000010247005	0.0000001801097538
15.0000000000000000	0.0000000012044780	0.0000001820668649
16.0000000000000000	0.0000000019643029	0.0000002455406273
17.0000000000000000	0.0000000014092253	0.0000003847090474
18.0000000000000000	0.0000000011914787	0.0000003975403324
19.0000000000000000	0.0000000008712087	0.0000003238597656
20.0000000000000000	0.0000000014808628	0.0000004959985573
21.0000000000000000	0.0000000026131398	0.0000007129543309
22.0000000000000000	0.0000000041819906	0.0000007778046373
23.0000000000000000	0.0000000062882951	0.0000008546322661
24.0000000000000000	0.0000000099051058	0.0000010762733159
25.0000000000000000	0.0000000153946530	0.0000017047755311
26.0000000000000000	0.0000000450858122	0.0000035860582553
27.0000000000000000	0.0000000938730370	0.0000065978188702
28.0000000000000000	0.0000001428179843	0.0000082332930373
29.0000000000000000	0.0000001922949683	0.0000091764630293
30.0000000000000000	0.0000003837765246	0.0000140984995509
31.0000000000000000	0.0000006142245683	0.0000209505893539
32.0000000000000000	0.0000002701651013	0.0000086722330948
33.0000000000000000	0.0000002364900269	0.0000058694764732
34.0000000000000000	0.0000001575763860	0.0000039768060543
35.0000000000000000	0.0000001519248353	0.0000024569984551
36.0000000000000000	0.0000001307128016	0.0000021909593864
37.0000000000000000	0.0000001052059056	0.0000020574418993
38.0000000000000000	0.0000000629963230	0.0000013841550090
39.0000000000000000	0.0000000625982397	0.0000011940757224
40.0000000000000000	0.0000000754232809	0.0000013710225341
41.0000000000000000	0.0000000796733340	0.0000013659240855
42.0000000000000000	0.0000000881875727	0.0000014051258463
43.0000000000000000	0.0000000882784453	0.0000015354010048
44.0000000000000000	0.0000000610347337	0.0000011499480096
45.0000000000000000	0.0000000909824166	0.0000017048619380
46.0000000000000000	0.0000000722932961	0.0000013001421467
47.0000000000000000	0.0000000732264701	0.0000011973943992
48.0000000000000000	0.0000000965696855	0.0000014408355448
49.0000000000000000	0.0000000997182138	0.0000017081079783
50.0000000000000000	0.0000000828374383	0.0000014558199575
51.0000000000000000	0.0000000688468900	0.0000012666057593
52.0000000000000000	0.0000000571021341	0.0000010176679442
53.0000000000000000	0.0000000653868346	0.0000011303988662
54.0000000000000000	0.0000001043183821	0.0000018687823145
55.0000000000000000	0.0000001517721695	0.0000026226649567
56.0000000000000000	0.0000001300087624	0.0000022857200774
57.0000000000000000	0.0000001042313269	0.0000018668426513
58.0000000000000000	0.0000001236356718	0.0000021063306174
