Freq (Hz)	V1(V^2 rms)	V2(V^2 rms)
5.0000000000000000	0.0000002548329106	0.0000000200594268
6.0000000000000000	0.0000002745045117	0.0000000278208492
7.0000000000000000	0.0000004777989047	0.0000000509165997
8.0000000000000000	0.0000007470985423	0.0000000735202782
9.0000000000000000	0.0000012475774584	0.0000001297571260
10.0000000000000000	0.0000015659757213	0.0000001765901878
11.0000000000000000	0.0000009687768555	0.0000001161662699
12.0000000000000000	0.0000014034934006	0.0000001681979086
13.0000000000000000	0.0000019826568742	0.0000002624534811
14.0000000000000000	0.0000015175219815	0.0000002238018010
15.0000000000000000	0.0000022952200265	0.0000003586632941
16.0000000000000000	0.0000030887032791	0.0000005253198139
17.0000000000000000	0.0000032830746407	0.0000006093812319
18.0000000000000000	0.0000030486150335	0.0000005986777970
19.0000000000000000	0.0000019179823549	0.0000004282413597
20.0000000000000000	0.0000025444121722	0.0000006318303126
21.0000000000000000	0.0000027948050400	0.0000008871917402
22.0000000000000000	0.0000035990426458	0.0000015603960899
23.0000000000000000	0.0000054061986713	0.0000029469113993
24.0000000000000000	0.0000061875224185	0.0000045701395657
25.0000000000000000	0.0000050066940103	0.0000047743928438
26.0000000000000000	0.0000037275216645	0.0000042439362987
27.0000000000000000	0.0000032426890264	0.0000032810997481
28.0000000000000000	0.0000041350364410	0.0000032566325596
29.0000000000000000	0.0000029650369059	0.0000016613012234
30.0000000000000000	0.0000039479751775	0.0000016591917205
31.0000000000000000	0.0000043402120498	0.0000014748553528
32.0000000000000000	0.0000058717995497	0.0000015357913932
33.0000000000000000	0.0000069362428381	0.0000015981998757
34.0000000000000000	0.0000070484412847	0.0000014146021184
35.0000000000000000	0.0000084743349225	0.0000015775203003
36.0000000000000000	0.0000083596328672	0.0000014507140699
37.0000000000000000	0.0000092811102823	0.0000015175886615
38.0000000000000000	0.0000090395943016	0.0000014318454407
39.0000000000000000	0.0000089738696387	0.0000013699500997
40.0000000000000000	0.0000116788346970	0.0000017547368556
41.0000000000000000	0.0000111783686590	0.0000016889223078
42.0000000000000000	0.0000107178950468	0.0000016050243957
43.0000000000000000	0.0000104255605866	0.0000015719796543
44.0000000000000000	0.0000097983886243	0.0000014397184539
45.0000000000000000	0.0000103940941927	0.0000015038378250
46.0000000000000000	0.0000101000474687	0.0000014876983925
47.0000000000000000	0.0000148799444432	0.0000022798960801
48.0000000000000000	0.0000215776794013	0.0000033887229791
49.0000000000000000	0.0000133732945092	0.0000021271802747
50.0000000000000000	0.0000081956832261	0.0000013224437425
51.0000000000000000	0.0000148861928911	0.0000024921371828
52.0000000000000000	0.0000151555876051	0.0000026274353784
53.0000000000000000	0.0000149646739140	0.0000026193986462
54.0000000000000000	0.0000087966439843	0.0000015955369549
55.0000000000000000	0.0000162869013610	0.0000030399829631
56.0000000000000000	0.0000138224206214	0.0000027204540383
57.0000000000000000	0.0000137727739153	0.0000029048006214
58.0000000000000000	0.0000142638869975	0.0000031735468385
59.0000000000000000	0.0000131075502228	0.0000030245686582
60.0000000000000000	0.0000118807861137	0.0000028984505688
61.0000000000000000	0.0000105483088553	0.0000027176204239
62.0000000000000000	0.0000119545724166	0.0000035207848501
63.0000000000000000	0.0000215588076276	0.0000067522370178
64.0000000000000000	0.0000171826073166	0.0000057304438463
65.0000000000000000	0.0000098115095215	0.0000035545988004
66.0000000000000000	0.0000107200852102	0.0000044441919294
67.0000000000000000	0.0000095056253393	0.0000044265105576
68.0000000000000000	0.0000157819218130	0.0000086735637137
69.0000000000000000	0.0000220499369329	0.0000135496627437
70.0000000000000000	0.0000153266716226	0.0000109941099081
71.0000000000000000	0.0000095679157029	0.0000085378354580
72.0000000000000000	0.0000134702466697	0.0000147958613097
73.0000000000000000	0.0000158085935098	0.0000205250270425
74.0000000000000000	0.0000120668181226	0.0000207148642468
75.0000000000000000	0.0000101974711476	0.0000227181140283
76.0000000000000000	0.0000083899689145	0.0000249360713340
77.0000000000000000	0.0000061318440315	0.0000218907953228
77.9999999999999999	0.0000049446119070	0.0000207477526597
78.9999999999999999	0.0000049105200406	0.0000223257963949
79.9999999999999999	0.0000048041945518	0.0000199454286826
80.9999999999999999	0.0000066735517951	0.0000234220786056
81.9999999999999999	0.0000070535157861	0.0000193362669600
82.9999999999999999	0.0000069281422313	0.0000145723329917
83.9999999999999999	0.0000070433652422	0.0000114883425652
84.9999999999999999	0.0000065408002914	0.0000088735372053
85.9999999999999999	0.0000081565948281	0.0000087779416151
86.9999999999999999	0.0000100751171654	0.0000093869910135
87.9999999999999999	0.0000081380249798	0.0000059947600832
88.9999999999999999	0.0000113318321959	0.0000073615876511
89.9999999999999999	0.0000123846356700	0.0000069810190341
90.9999999999999999	0.0000170173929107	0.0000083870435312
91.9999999999999999	0.0000134195561565	0.0000062195497931
92.9999999999999999	0.0000103061399096	0.0000042235459184
93.9999999999999999	0.0000106194075790	0.0000038664271886
94.9999999999999999	0.0000145400611319	0.0000048642817066
95.9999999999999999	0.0000153221939638	0.0000047740831188
96.9999999999999999	0.0000170765626353	0.0000050748141538
97.9999999999999999	0.0000184844731356	0.0000050461866270
98.9999999999999999	0.0000216673146810	0.0000055099730673
100.0000000000000000	0.0000156276868795	0.0000038403071454
101.0000000000000000	0.0000134819589748	0.0000031715943416
102.0000000000000000	0.0000125067175298	0.0000028252675803
103.0000000000000000	0.0000121141767128	0.0000026216059512
104.0000000000000000	0.0000136535496708	0.0000029264274557
105.0000000000000000	0.0000135177912991	0.0000028665065696
106.0000000000000000	0.0000147456156479	0.0000029256250391
107.0000000000000000	0.0000168921759307	0.0000032256122580
108.0000000000000000	0.0000210804755572	0.0000038790090831
109.0000000000000000	0.0000222646058163	0.0000040532188787
110.0000000000000000	0.0000221636446149	0.0000038682439893
111.0000000000000000	0.0000196769813446	0.0000033179748994
112.0000000000000000	0.0000149573594282	0.0000025192050848
113.0000000000000000	0.0000174278294170	0.0000028387922137
114.0000000000000000	0.0000275577684251	0.0000044794464349
115.0000000000000000	0.0000275574453395	0.0000044640718059
116.0000000000000000	0.0000346985504226	0.0000053702424980
117.0000000000000000	0.0000348229727441	0.0000052539328985
