Freq (Hz)	V2/V1_Real	V2/V1_Imag
5.0000000000000000	-0.2757514300249577	0.0533768816671259
6.0000000000000000	-0.3132193839317363	0.0586005008799122
7.0000000000000000	-0.3261589850733765	0.0155144078085334
8.0000000000000000	-0.3137195405700601	-0.0019994301740213
9.0000000000000000	-0.3217514832804477	-0.0223080139432071
10.0000000000000000	-0.3348240962337725	-0.0258201531789178
11.0000000000000000	-0.3438653580374004	-0.0409683213305966
12.0000000000000000	-0.3404178028733646	-0.0629647694184781
13.0000000000000000	-0.3563962125398889	-0.0732133435126763
14.0000000000000000	-0.3726098216234748	-0.0930175757881538
15.0000000000000000	-0.3789373257670977	-0.1125795641805178
16.0000000000000000	-0.3932782368275734	-0.1241508598043713
17.0000000000000000	-0.4022402836100440	-0.1543397202447364
18.0000000000000000	-0.4000886824936604	-0.1905463937348332
19.0000000000000000	-0.4212569538966035	-0.2140621050055236
20.0000000000000000	-0.4386831859433246	-0.2363944657364577
21.0000000000000000	-0.4912516012661894	-0.2759340507530402
22.0000000000000000	-0.5566028237866533	-0.3518082413348967
23.0000000000000000	-0.6407793369575293	-0.3667569169732266
24.0000000000000000	-0.7826913264219186	-0.3550308320852495
25.0000000000000000	-0.9342196190818363	-0.2845065378261092
26.0000000000000000	-1.0641141989644354	-0.0800523474101408
27.0000000000000000	-0.9871253225324670	0.1941617659195630
28.0000000000000000	-0.8427285743343993	0.2782660185462203
29.0000000000000000	-0.6823661852416942	0.3077899312031248
30.0000000000000000	-0.5721727732639489	0.3048503669575430
31.0000000000000000	-0.5268763967268711	0.2512158752752910
32.0000000000000000	-0.4677376397359606	0.2071889053630452
33.0000000000000000	-0.4470907943073083	0.1747152775062267
34.0000000000000000	-0.4263644536622488	0.1375213444266296
35.0000000000000000	-0.4164019992760088	0.1129778682653207
36.0000000000000000	-0.4063848757755569	0.0915989390951532
37.0000000000000000	-0.3967966259764679	0.0778870256277426
38.0000000000000000	-0.3928022856597297	0.0640609004573368
39.0000000000000000	-0.3879393884224729	0.0465140510513997
40.0000000000000000	-0.3867473917568655	0.0260006434162588
41.0000000000000000	-0.3885965701817898	0.0090201065369922
42.0000000000000000	-0.3869653228924070	-0.0031407486251352
43.0000000000000000	-0.3880590836239407	-0.0138425810970827
44.0000000000000000	-0.3823420907102310	-0.0273652561300662
45.0000000000000000	-0.3786437459456814	-0.0362067975920707
46.0000000000000000	-0.3805134376545777	-0.0500578603258330
47.0000000000000000	-0.3861570442003944	-0.0640484688361714
48.0000000000000000	-0.3896195292155124	-0.0724174669713847
49.0000000000000000	-0.3904509950077313	-0.0813019764785534
50.0000000000000000	-0.3884715227319005	-0.1022200901495355
51.0000000000000000	-0.3932439247389826	-0.1130136081008832
52.0000000000000000	-0.3977581471968346	-0.1230964636168848
53.0000000000000000	-0.3965132210481846	-0.1334772652601612
54.0000000000000000	-0.3992842901553469	-0.1481644018781625
55.0000000000000000	-0.4018491073087334	-0.1586485491186097
56.0000000000000000	-0.4093438722811057	-0.1710330818887012
57.0000000000000000	-0.4166304527770944	-0.1932051893982074
58.0000000000000000	-0.4228698905209587	-0.2089723426813967
59.0000000000000000	-0.4241792696414497	-0.2254379735443862
60.0000000000000000	-0.4269264993630390	-0.2483852080229491
61.0000000000000000	-0.4370010741151757	-0.2581983737243228
62.0000000000000000	-0.4614421932740257	-0.2856315961875576
63.0000000000000000	-0.4657867020361626	-0.3102317953001757
64.0000000000000000	-0.4739595735058620	-0.3299472765812100
65.0000000000000000	-0.4835775806801179	-0.3583893863769114
66.0000000000000000	-0.5053419110747129	-0.3989959256357583
67.0000000000000000	-0.5220668066285350	-0.4394557241464102
68.0000000000000000	-0.5680117395480156	-0.4763948059456729
69.0000000000000000	-0.5986413681142103	-0.5060907242463423
70.0000000000000000	-0.6361040567016003	-0.5591891144424663
71.0000000000000000	-0.7165523317036488	-0.6155517720260715
